time_open_unix,time_close_unix,contract_symbol,broker_symbol,timeframe,price_basis,open,high,low,close,tick_volume,spread_points,real_volume,time_basis,timezone_status
1776184200,1776184500,AAPL,AAPL.xnas,M5,Bid,259.3,260.24,259.3,259.97,580,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776184500,1776184800,AAPL,AAPL.xnas,M5,Bid,259.97,261.09,259.97,260.83,732,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776184800,1776185100,AAPL,AAPL.xnas,M5,Bid,260.84,261.73,260.57,261.48,711,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185100,1776185400,AAPL,AAPL.xnas,M5,Bid,261.44,261.89,260.72,260.85,670,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185400,1776185700,AAPL,AAPL.xnas,M5,Bid,260.84,260.91,259.77,259.94,491,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185700,1776186000,AAPL,AAPL.xnas,M5,Bid,259.94,260.06,259.33,259.4,486,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186000,1776186300,AAPL,AAPL.xnas,M5,Bid,259.39,259.9,259.36,259.72,395,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186300,1776186600,AAPL,AAPL.xnas,M5,Bid,259.81,260.32,259.81,260.21,449,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186600,1776186900,AAPL,AAPL.xnas,M5,Bid,260.14,260.33,259.49,260.2,419,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186900,1776187200,AAPL,AAPL.xnas,M5,Bid,260.22,260.24,259.47,259.5,425,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187200,1776187500,AAPL,AAPL.xnas,M5,Bid,259.48,259.57,259.0,259.03,397,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187500,1776187800,AAPL,AAPL.xnas,M5,Bid,259.08,259.51,259.05,259.29,364,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187800,1776188100,AAPL,AAPL.xnas,M5,Bid,259.31,259.33,259.14,259.18,344,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188100,1776188400,AAPL,AAPL.xnas,M5,Bid,259.18,259.41,258.79,258.81,335,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188400,1776188700,AAPL,AAPL.xnas,M5,Bid,258.8,258.82,258.17,258.21,398,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188700,1776189000,AAPL,AAPL.xnas,M5,Bid,258.24,258.24,257.78,257.82,401,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189000,1776189300,AAPL,AAPL.xnas,M5,Bid,257.8,258.06,257.64,258.06,453,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189300,1776189600,AAPL,AAPL.xnas,M5,Bid,258.07,258.16,257.77,257.81,373,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189600,1776189900,AAPL,AAPL.xnas,M5,Bid,257.79,258.04,257.69,257.98,412,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189900,1776190200,AAPL,AAPL.xnas,M5,Bid,257.98,258.11,257.8,257.97,365,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190200,1776190500,AAPL,AAPL.xnas,M5,Bid,257.97,258.0,257.57,257.61,354,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190500,1776190800,AAPL,AAPL.xnas,M5,Bid,257.6,257.82,257.59,257.76,307,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190800,1776191100,AAPL,AAPL.xnas,M5,Bid,257.77,257.87,257.59,257.69,316,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776191100,1776191400,AAPL,AAPL.xnas,M5,Bid,257.72,258.15,257.71,258.0,363,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776191400,1776191700,AAPL,AAPL.xnas,M5,Bid,258.0,258.13,257.9,257.9,343,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776191700,1776192000,AAPL,AAPL.xnas,M5,Bid,257.9,258.03,257.7,257.85,349,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192000,1776192300,AAPL,AAPL.xnas,M5,Bid,257.87,258.33,257.77,258.2,379,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192300,1776192600,AAPL,AAPL.xnas,M5,Bid,258.2,258.27,257.72,257.77,316,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192600,1776192900,AAPL,AAPL.xnas,M5,Bid,257.77,258.0,257.67,257.8,276,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192900,1776193200,AAPL,AAPL.xnas,M5,Bid,257.82,257.87,257.6,257.7,290,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776193200,1776193500,AAPL,AAPL.xnas,M5,Bid,257.7,257.81,257.62,257.71,218,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776193500,1776193800,AAPL,AAPL.xnas,M5,Bid,257.69,257.69,257.29,257.29,241,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776193800,1776194100,AAPL,AAPL.xnas,M5,Bid,257.31,257.48,257.21,257.35,257,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776194100,1776194400,AAPL,AAPL.xnas,M5,Bid,257.37,257.42,257.15,257.34,256,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776194400,1776194700,AAPL,AAPL.xnas,M5,Bid,257.33,257.4,257.22,257.4,282,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776194700,1776195000,AAPL,AAPL.xnas,M5,Bid,257.37,257.73,257.27,257.66,306,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776195000,1776195300,AAPL,AAPL.xnas,M5,Bid,257.68,257.84,257.57,257.81,336,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
