time_open_unix,time_close_unix,contract_symbol,broker_symbol,timeframe,price_basis,open,high,low,close,tick_volume,spread_points,real_volume,time_basis,timezone_status
1776184200,1776184500,AMZN,AMZN.xnas,M5,Bid,243.28,244.99,243.1,244.96,976,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776184500,1776184800,AMZN,AMZN.xnas,M5,Bid,244.96,246.86,244.92,246.29,1190,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776184800,1776185100,AMZN,AMZN.xnas,M5,Bid,246.29,246.48,245.48,246.02,1007,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185100,1776185400,AMZN,AMZN.xnas,M5,Bid,246.01,246.72,245.97,246.25,810,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185400,1776185700,AMZN,AMZN.xnas,M5,Bid,246.25,246.84,246.09,246.54,811,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185700,1776186000,AMZN,AMZN.xnas,M5,Bid,246.49,246.54,245.54,245.68,847,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186000,1776186300,AMZN,AMZN.xnas,M5,Bid,245.64,246.5,245.32,245.91,858,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186300,1776186600,AMZN,AMZN.xnas,M5,Bid,245.89,246.08,245.52,245.83,716,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186600,1776186900,AMZN,AMZN.xnas,M5,Bid,245.84,245.85,245.06,245.28,750,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186900,1776187200,AMZN,AMZN.xnas,M5,Bid,245.29,245.41,244.95,245.19,649,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187200,1776187500,AMZN,AMZN.xnas,M5,Bid,245.22,245.96,245.15,245.39,618,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187500,1776187800,AMZN,AMZN.xnas,M5,Bid,245.37,245.79,245.15,245.79,516,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187800,1776188100,AMZN,AMZN.xnas,M5,Bid,245.79,246.39,245.71,245.84,603,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188100,1776188400,AMZN,AMZN.xnas,M5,Bid,245.85,246.51,245.85,246.39,525,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188400,1776188700,AMZN,AMZN.xnas,M5,Bid,246.38,247.05,246.29,246.65,547,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188700,1776189000,AMZN,AMZN.xnas,M5,Bid,246.64,246.84,246.46,246.53,388,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189000,1776189300,AMZN,AMZN.xnas,M5,Bid,246.51,246.9,246.4,246.82,462,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189300,1776189600,AMZN,AMZN.xnas,M5,Bid,246.84,247.04,246.75,246.78,458,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189600,1776189900,AMZN,AMZN.xnas,M5,Bid,246.77,247.1,246.65,246.77,450,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189900,1776190200,AMZN,AMZN.xnas,M5,Bid,246.76,246.82,246.36,246.51,487,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190200,1776190500,AMZN,AMZN.xnas,M5,Bid,246.53,246.99,246.35,246.83,472,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190500,1776190800,AMZN,AMZN.xnas,M5,Bid,246.81,247.26,246.74,247.23,468,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
